69.000,414.841,1011.421,17.300,1.213,972.204,40.035,445081.225,0.000,0.000,0.000,0.000,8.004,-0.005,122.777,0.000,0.261,15.690,18.942,0.000,53.077,122.957,-111.897,0.157,11.633,19.165,2.702,52.125,27.000,2.000,2026.000,13.000,47.000,26.000
69.000,414.848,1011.421,17.300,1.213,972.221,40.036,445085.009,0.000,0.000,0.000,0.000,8.004,-0.005,122.927,0.000,0.212,13.154,18.932,0.000,53.465,123.024,-103.530,0.077,12.533,19.161,1.670,52.601,27.000,2.000,2026.000,13.000,47.000,26.000
69.000,414.836,1011.423,17.300,1.213,972.193,40.035,445078.962,0.000,0.000,0.000,0.000,8.004,-0.005,123.124,0.000,0.077,10.035,18.923,0.000,52.807,123.010,-106.614,0.152,12.303,19.167,1.884,52.349,27.000,2.000,2026.000,13.000,47.000,27.000
69.000,414.851,1011.423,17.300,1.213,972.228,40.036,445087.070,0.000,0.000,0.000,0.000,8.004,-0.005,123.050,0.000,0.165,8.530,18.991,0.000,52.429,122.982,-112.405,0.051,9.402,19.181,1.090,52.517,27.000,2.000,2026.000,13.000,47.000,27.000
69.000,414.805,1011.423,17.300,1.213,972.119,40.034,445062.204,0.000,0.000,0.000,0.000,8.004,-0.005,122.792,0.000,0.260,11.578,18.962,0.000,53.612,123.075,-98.342,0.081,12.156,19.219,2.814,52.356,27.000,2.000,2026.000,13.000,47.000,28.000
69.000,414.804,1011.425,17.300,1.213,972.117,40.034,445062.104,0.000,0.000,0.000,0.000,8.004,-0.005,123.050,0.000,0.324,10.907,18.975,0.000,52.636,122.963,-87.332,0.186,12.783,19.247,1.883,52.440,27.000,2.000,2026.000,13.000,47.000,28.000
69.000,414.820,1011.424,17.300,1.213,972.155,40.034,445070.533,0.000,0.000,0.000,0.000,8.004,-0.005,122.974,0.000,0.131,11.115,18.937,0.000,52.559,122.986,-99.122,0.110,14.550,19.238,1.303,52.261,27.000,2.000,2026.000,13.000,47.000,29.000
69.000,414.775,1011.421,17.300,1.213,972.049,40.032,445045.547,0.000,0.000,0.000,0.000,8.004,-0.005,122.828,0.000,0.125,13.460,18.966,0.000,53.234,122.891,-90.077,0.191,9.893,19.275,1.585,53.094,27.000,2.000,2026.000,13.000,47.000,29.000
69.000,414.719,1011.421,17.300,1.213,971.916,40.029,445015.272,0.000,0.000,0.000,0.000,8.004,-0.005,122.943,0.000,0.140,8.944,18.974,0.000,53.157,123.061,-81.348,0.178,9.620,19.283,1.635,52.559,27.000,2.000,2026.000,13.000,47.000,30.000
69.000,414.725,1011.415,17.300,1.213,971.930,40.030,445017.196,0.000,0.000,0.000,0.000,8.004,-0.005,123.050,0.000,0.102,10.804,18.986,0.000,52.685,122.987,-84.718,0.100,16.699,19.296,0.971,52.632,27.000,2.000,2026.000,13.000,47.000,30.000
